ID,nFollowers,o,c,e,a,n,Online Literacy,Political Leaning,nFakeShares,nTrueShares,freqUse,sessionLength,shareFreq
65,196,0.892988849968434,0.925542281650766,0.660439026949746,0.585084900554346,0.552437342358856,0.47205663464597,0.332938370297376,17,54,0.395582263616398,0.458814498766771,0.364851180838186
66,164,0.484244275107924,0.519473072976493,0.610365244961987,0.706212994378634,0.537534672374446,0.597411539132408,0.0237838535189072,8,18,0.45644431011166,0.553012631939001,0.32809248197939
67,154,0.637943995186308,0.857324672693837,0.673704341844603,0.775832128964768,0.434575137572993,0.660754240095845,0.441502905801475,12,39,0.329910541713968,0.454365951244277,0.292775157040641
68,167,0.714672314876211,0.768339788328784,0.614413339565449,0.66125512940812,0.501219560568604,0.554857373495577,0.205270630271539,6,24,0.394977846388573,0.471658470079087,0.307955984064483
69,185,0.691223924937987,0.974505325412656,0.783181272932045,0.609948213650858,0.711828417483252,0.345096531517625,0.332603474381014,29,89,0.430980996551604,0.540182651639483,0.557490686113736
70,145,0.609903956691449,0.82160608940851,0.530468590903126,0.847403523237936,0.642466188265598,0.440911488988047,0.749673151325414,13,35,0.33501178660317,0.455186581238097,0.340808133592154
71,244,0.806142170221416,0.474689653352575,0.630780238457288,0.544782659668091,0.62726571427205,0.330430117836241,0.0445066714256591,18,36,0.544095896121845,0.598618727206341,0.395666816824605
72,231,0.722784284197825,0.530982844240948,0.851589674833645,0.862673410428966,0.54719593804756,0.382764842916881,0.953659653205977,20,40,0.449322867928065,0.65931795964478,0.465986410952213
73,137,0.495112782903289,0.621964349008958,0.457147054369349,0.846015159583295,0.536534137254514,0.408439608899341,0.723736316940793,14,34,0.354393322162845,0.454288474857115,0.245275000414501
74,196,0.659857096667693,0.622028996088665,0.730528147389061,0.776285825477952,0.646942725682529,0.436897081022587,0.0608127991770699,16,47,0.451154025593711,0.604396477027301,0.472609870859688
75,146,0.54229626001376,0.516185062913274,0.468301411251885,0.937357004911764,0.531485956918558,0.327148993493001,0.906820452678617,6,17,0.355147570712253,0.48927919000542,0.248895623685519
76,204,0.693920507659286,0.609356613727226,0.745022611107436,0.715088379770028,0.825931364208501,0.467341276441251,0.127245749593138,30,48,0.515662083229963,0.660997702701146,0.615337541558144
77,162,0.838040196278004,0.691569660735891,0.489608794832779,0.708029050530653,0.461427716131408,0.368112500820138,0.877471881119296,4,21,0.369514301683743,0.428620083889855,0.225919067997541
78,206,0.848359359287345,0.514334980645748,0.597971911300231,0.727434777889968,0.498690607036031,0.523010300659157,0.45638146281957,15,47,0.440356483796837,0.53895619776626,0.298202975436808
79,140,0.688834364447007,0.717380642659826,0.519268736423932,0.926434932096787,0.684687271841507,0.292509079497457,0.941958070194776,15,25,0.345367100014752,0.492036688840708,0.355536694494689
80,191,0.719415231806379,0.835998149146325,0.751538407802713,0.62445854294016,0.944605361931419,0.45969558306299,0.811106865185753,40,115,0.508943690373772,0.627507897554885,0.709907209707844
81,137,0.712855405863726,0.949076611153347,0.477275577913456,0.777169990339238,0.783099680416122,0.254749103290275,0.813463144292713,11,43,0.34287313327543,0.430236733653613,0.373754352534447
82,134,0.754895586273669,0.995830463269246,0.495647034689798,0.666853040243142,0.51147059398111,0.505490769584567,0.789147406623937,4,29,0.310453700739396,0.354126476592274,0.253508883237767
83,210,0.675335792213435,0.782294115919824,0.742509337069964,0.478293244195093,0.692780115451862,0.399160059320019,0.560536354454356,37,100,0.515132022254029,0.574119256505334,0.514395704259416
84,194,0.779377267603437,0.790422429921325,0.658749326138386,0.614978120615922,0.670837789573187,0.353447441991889,0.169321745886744,16,60,0.448531949171801,0.528795444492679,0.441913941829502
85,211,0.455558841438163,0.688850712925267,0.839098675893192,0.6406420728834,0.593169372756194,0.435411773681971,0.766210365786553,25,86,0.484934753324597,0.618909778392945,0.497727635260118
86,161,0.630650276336386,0.68124841874266,0.507982689691471,0.572838657100303,0.580371606568577,0.497102127471527,0.215026646810174,12,35,0.445060175873592,0.470681710086534,0.294818729725266
87,151,0.828278295548533,0.717670924889131,0.562265510525744,0.793203862413249,0.680331507536,0.481098415313449,0.0812505132722425,12,34,0.395330299586621,0.509931084442514,0.382526942411478
88,170,0.751400174528217,0.743193618490223,0.681737566165131,0.831010117339713,0.506617167012239,0.411895087477155,0.554163771318089,18,53,0.360689131310691,0.510430445005387,0.345379954416397
89,159,0.83456658196414,0.766818298723357,0.598753352797628,0.841781882367589,0.517899477450351,0.345849161634294,0.711439483428468,14,45,0.33777667709441,0.469473710590264,0.310094048535537
90,181,0.605843725621933,0.701757158095745,0.801162390982033,0.845935696792034,0.643519770423915,0.459286862600119,0.90953991256406,18,49,0.418876107682509,0.611278882221698,0.515563837917033
91,153,0.80639559661309,0.701740772113754,0.489331833413782,0.707646468119285,0.668594252585282,0.477693957980959,0.591067125223879,17,55,0.411390643209335,0.479193170079716,0.327164451427473
92,139,0.622890222945564,0.80358590549459,0.731986206812525,0.958554553152901,0.320216805150266,0.409534606117123,0.44710764111305,6,30,0.271887351365238,0.466543143475757,0.234394284559569
93,174,0.924918555241241,0.835631317424622,0.670693134148609,0.74117919012004,0.64050429307472,0.451890284219447,0.667571313476709,24,76,0.390911553948698,0.512844337848495,0.429581831757923
94,238,0.791013872644232,0.737213371770029,0.901557224225179,0.719138494742212,0.472841381060404,0.357793522668437,0.152930872554664,17,33,0.431795645293859,0.601143310517213,0.426293563007618
95,145,0.921805224306594,0.837173687081269,0.509213831875103,0.775047689055345,0.755320549428422,0.509548247053718,0.214149260070153,13,18,0.37446039749037,0.470385938216668,0.384619671268455
96,173,0.772812079399055,0.721946927423194,0.618256106042241,0.765947443302657,0.589174002695404,0.451431268193942,0.0427992173081714,11,33,0.393654897034912,0.509915402666266,0.364260424687782
97,184,0.593160398728026,0.849281625648373,0.868276549300854,0.847777455419092,0.636484649023685,0.398269723368915,0.537342644346724,36,94,0.388303197730311,0.595572523318114,0.552644694737251
98,215,0.875790358520372,0.655043460646279,0.855008488725684,0.988079623976715,0.666371195577962,0.453070365761466,0.713312474762224,31,96,0.400751449348548,0.654976020317915,0.56975302886144
99,174,0.700158106444205,0.820123653000858,0.797737808539446,0.875420876431118,0.543531838307069,0.356894093863113,0.132975064019012,8,30,0.354403619687745,0.54876249431911,0.433595897562498
100,144,0.687656534952386,0.656395967963146,0.581581790969469,0.87641022067623,0.730676527950239,0.427112398190938,0.223111432182277,26,53,0.399826320390762,0.549724053465931,0.424948163744654
101,129,0.537293841119038,0.787572703705642,0.593677352371047,0.900364997429012,0.82205792687172,0.371656793697769,0.396885195517207,31,74,0.377676393722244,0.539924151367017,0.488037173520834
102,255,0.871306965545055,0.385714208780851,0.685093610952017,0.678647909338406,0.500746120451647,0.187371778438572,0.0284246758879203,18,31,0.508263187132083,0.616319722382923,0.343057967830432
103,153,0.803434302878873,0.905515741714493,0.679911138974914,0.793922248420399,0.427252260048636,0.457459629643205,0.597658522327876,17,32,0.310289457549086,0.440947168678647,0.290493570759274
104,166,0.838216912152818,0.838039497572827,0.575130793100075,0.67635150382289,0.445748262014342,0.415282018448485,0.128408391852308,4,10,0.351599271520156,0.419166347063655,0.256363551455289
105,287,0.811900160543767,0.421149051296205,0.846973572330465,0.635729348426082,0.323344513414386,0.38770129560372,0.197696659764953,13,34,0.503992412545963,0.631774150055431,0.273864257620039
106,172,0.578417216211191,0.811156410399048,0.752612013958962,0.713462669127261,0.83707648077001,0.390203167139028,0.286479820532977,48,96,0.464105899375882,0.607467712952045,0.629993816029997
107,180,0.658507995573312,0.740022487838769,0.828330448713454,0.916968031015051,0.395391545094328,0.272509550902684,0.101054045207457,3,18,0.33690328589951,0.547686159167096,0.327514855965491
108,154,0.713690506570936,0.641421395206255,0.402193456664222,0.816444473075673,0.762071456356658,0.532476188355317,0.387743992615892,13,49,0.396990812625572,0.482572241215453,0.306500153257222
109,198,0.669644601045999,0.685394605690879,0.664459250390607,0.574946071764848,0.551081550664434,0.329261165415297,0.600855528116187,19,61,0.46581049699218,0.531404630141159,0.366171234058583
110,261,0.785475608153923,0.498718947142989,0.723505640318424,0.507269974273664,0.571638728567591,0.43203311751693,0.142455599793877,22,41,0.554698451929948,0.618288415061123,0.413583844343105
111,174,0.528183739744253,0.494676078912414,0.69608245499108,0.871809772047553,0.484011876165935,0.349312250248058,0.038197134237163,6,25,0.4141074014276,0.584580146731674,0.336912175006423
112,148,0.660400669104621,0.821160112648925,0.548617512245646,0.574486026161491,0.719702693495611,0.323115153437638,0.359605004170437,20,68,0.443294758135606,0.483409188897246,0.394841501262053
113,142,0.901020038378923,0.611377841310685,0.421716808160498,0.94115289361023,0.791199426230807,0.3398665749433,0.46521342283873,25,61,0.374898180857694,0.507702775965043,0.333662096648474
114,199,0.697704796346586,0.514517256216933,0.600855425888418,0.668924653756367,0.631043766199914,0.345262361254742,0.96945733002901,20,40,0.488248453794943,0.574497534234257,0.37916607089428
115,135,0.622993079770244,0.887225449529291,0.629912572396857,0.805556222616419,0.213738778387641,0.143976261611519,0.531543422402309,5,15,0.256377769226419,0.368789582268202,0.134636743715121
116,135,0.59244100859152,0.685071246512077,0.624367750565384,0.910168363567144,0.852742593871653,0.35130076137179,0.351452213440166,36,100,0.415169096136313,0.591890414510725,0.532424975146934
117,138,0.727934065893448,0.955727180912106,0.313459681395161,0.557560632276493,0.586864630568156,0.270596680898765,0.550891903557958,5,22,0.339473207238029,0.304583375682303,0.183958400119983
118,201,0.633349222024255,0.65247865063447,0.929585404116281,0.969387629132429,0.401325035777343,0.368032800492132,0.943129686676179,6,21,0.364181837339642,0.620165588694852,0.373065895565062
119,134,0.780334669473983,0.937384490795724,0.356039256737083,0.756378065508234,0.640510497636933,0.475052060970362,0.114946879805025,0,13,0.299734735965632,0.34285069029399,0.228046881510953
120,203,0.770832865553749,0.615791118970225,0.721476286442619,0.774516889209002,0.554335692939629,0.463036959938181,0.50199271489321,31,76,0.431835697286356,0.578212456893594,0.399940057184679
121,138,0.777328210823508,0.939049636986283,0.645658404628607,0.870456693136764,0.722314183082131,0.353038280280421,0.0209975832428532,17,24,0.333504852262584,0.492285297823257,0.466368223089424
122,139,0.730403320992926,0.789733664768668,0.59092379595294,0.767702830048091,0.874247340647528,0.366928731605224,0.50395108569526,35,105,0.430670506517765,0.551590652511801,0.5166135571372
123,155,0.801231622905577,0.783609560811061,0.553402083436997,0.736498527229809,0.519855534706138,0.545075924223535,0.751670870840171,8,36,0.35919017416469,0.444849528062905,0.287689135992631
124,171,0.852912921773142,0.74274658564634,0.609731386224774,0.796127521713564,0.340515554950626,0.49320376488671,0.393495704807094,7,19,0.323013506252109,0.435496771636332,0.207623021351144
125,173,0.615908418412691,0.724243881587835,0.741978024302831,0.851015212639689,0.506460859608942,0.428495649841132,0.530724608359196,19,67,0.370561215263764,0.542778194673848,0.375782827999357
126,167,0.627094427561363,0.72449880640914,0.544647050164038,0.507977083257123,0.71334765130186,0.411176029005245,0.557873289525104,24,80,0.489448222406622,0.508637322585495,0.388522694023002
127,149,0.730480681144158,0.987091865153113,0.560424918595358,0.762028354732062,0.720531072423501,0.326893975845049,0.182478817611776,10,31,0.339112077152984,0.439706726254959,0.403803567608367
128,246,0.772910501413863,0.747449479536144,0.89207011333803,0.699656107792946,0.798909556123289,0.302475650788506,0.595433470137009,58,148,0.503733942315076,0.678430089504823,0.712683338277737
129,143,0.618729234812228,0.78816122133708,0.623608674154457,0.743966456913105,0.638593499298685,0.435315510451313,0.126251303574846,14,28,0.394052546166037,0.505487733861024,0.398232445421308
130,146,0.630780654321972,0.952685216536532,0.715597462912113,0.788360932909212,0.436392409941776,0.421880794632486,0.47386036917473,13,36,0.307580766236603,0.445201284897983,0.312281301388438
131,169,0.769922634565961,0.997384030818003,0.748097052838172,0.698756769890467,0.620682004710822,0.414902065535486,0.449513655528627,23,77,0.369844738116703,0.494180237795918,0.464330378473855
132,171,0.771821572934161,0.903632072960072,0.733186095153811,0.761164638176288,0.594236804166441,0.42412851399046,0.306619570971291,14,53,0.367195595156809,0.50847534027149,0.435686162043473
133,145,0.481814474334713,0.889948488745937,0.586049984369038,0.714544839128309,0.571819086487635,0.456802165158557,0.24994467493792,13,37,0.354054655448215,0.441323907699052,0.335114566697996
134,198,0.881987464162721,0.68090109810187,0.727984838144885,0.938341028486323,0.33496374848151,0.551487155179524,0.0648836337486673,2,15,0.314829679575897,0.504939093047935,0.243848530222716
135,228,0.716940635441931,0.515822390168707,0.740388948694613,0.711358005063664,0.742238324094597,0.366637750202194,0.701797104042898,41,107,0.523887427573632,0.664953945616588,0.54954505245725
136,220,0.868784776365965,0.743045914179892,0.833971430570454,0.895240951213247,0.399784265175651,0.213250659487651,0.537075923405568,21,58,0.345073083824436,0.550436285542069,0.333408655548095
137,311,0.915131866419808,0.524324885911415,0.968924342012224,0.628216090754661,0.837024886045435,0.493620237891696,0.331927367050071,60,147,0.611000840869684,0.788580267376793,0.81101378695943
138,232,0.749424262989468,0.697516713540679,0.784156854045553,0.619369391997204,0.353733766967138,0.437982290242366,0.191677791847447,19,24,0.427693798621739,0.529847589221895,0.277382757874633
139,162,0.821684780610172,0.825436853934943,0.704489858901204,0.866107971864269,0.886591834460038,0.304590937902205,0.799146530141824,37,104,0.412615895527329,0.594686159872414,0.624594956361712
140,139,0.640769170271554,0.897361229783643,0.575474081508588,0.943972837477913,0.406655981059945,0.354385568035439,0.403314655870657,5,18,0.240352938304624,0.391607074342723,0.234019977190446
141,156,0.589176585999304,0.83260468728009,0.770139545213016,0.804235897824289,0.589367996191912,0.527928987218128,0.765962845210442,14,53,0.378722896367558,0.544681963616995,0.453895600550346
142,197,0.960104983187508,0.826971955739642,0.610730951265523,0.749097269514087,0.79112830334373,0.271556956630987,0.197679000722604,27,65,0.412123535367525,0.527810884913898,0.483166541274195
143,195,0.796479218351135,0.659805541282748,0.580321592761434,0.648623461133386,0.638194100090499,0.279412625503634,0.91058155638753,19,39,0.452322832115594,0.524176795685508,0.370357816655468
144,193,0.687122061294455,0.70696363127164,0.738779911376575,0.710045315641539,0.595083282438425,0.528302966631188,0.902092133452504,14,43,0.439388121527616,0.569453069015362,0.439635574661541
145,257,0.859180578448413,0.723094055266921,0.869741201947981,0.583114490879777,0.484890018156857,0.300580934677282,0.410447786669625,24,77,0.476373190373721,0.594310078086607,0.421728827204323
146,197,0.777665392827697,0.872327852825771,0.833054481531521,0.695813245629241,0.405196720805263,0.336145276952324,0.388863077132705,16,47,0.374698897854984,0.513126222274405,0.337550944168701
147,266,0.821249587763788,0.385882444486099,0.774402301318067,0.657601978214017,0.741742323832177,0.650032610334316,0.226178761347298,30,102,0.583410686249587,0.718443123213083,0.574406962560649
148,200,0.715167975973939,0.636197907396168,0.67510829069579,0.620232817238985,0.655977813143343,0.424455247345873,0.804558069283784,22,56,0.489362113495486,0.577909663747539,0.442856060165565
149,232,0.695967784397789,0.598287741433342,0.871248658552535,0.759230976303072,0.626365852566682,0.44668731915378,0.629241877638731,39,97,0.484785784467682,0.668638627375202,0.545720408811837
150,166,0.679328764023067,0.887361284840096,0.600948221710834,0.56725122128527,0.631472711674008,0.384006468325927,0.269551481464147,15,44,0.417957197690057,0.464177680130641,0.379482403139413
151,129,0.804013244879492,0.754348351127542,0.440653487401603,0.830582511705659,0.488143091658113,0.481765134535655,0.781058727506321,9,18,0.309251416398742,0.395187284496507,0.215101955690148
152,184,0.778548486347083,0.658329117477582,0.652253337772254,0.794879054892199,0.71283853460157,0.501098352868716,0.528567160763075,36,89,0.434836850313175,0.575936179839162,0.464951313486557
153,205,0.663713636384842,0.759788735073524,0.810097997228853,0.70346534617444,0.41288932220364,0.302334518614402,0.743391316757227,16,48,0.40081010733247,0.538262642280871,0.334480812994347
154,173,0.588532020129668,0.834874199832946,0.670177999802117,0.551964966602108,0.647599233242673,0.273710856408008,0.56479312190993,32,80,0.453685005652085,0.514679149320761,0.434006758807959
155,147,0.723467460527481,0.95282889833592,0.463316365667979,0.661909692916606,0.442639700672526,0.360155026601531,0.546076530118915,6,14,0.303165053479013,0.334653448371706,0.205082217415957
156,194,0.643088813803404,0.513211655926876,0.610080382481369,0.753600155302103,0.530606489845435,0.479884428753998,0.82677752208764,12,44,0.441323728916686,0.552945065602943,0.323712610272
