ID,nFollowers,o,c,e,a,n,Online Literacy,Political Leaning,nFakeShares,nTrueShares,freqUse,sessionLength,shareFreq
26,212,0.782291003944316,0.673233609729824,0.777551758456125,0.796224894011809,0.694843823609887,0.63783933279389,0.156110638513891,0,0,-0.75046912488266,0.0299503329223746,0.540277036900245
27,134,0.724903299578552,0.877823551014617,0.385199651379484,0.685213280793137,0.583848756787008,0.703515050130024,0.069871470081997,1,0,-0.867600375436109,-0.233824122002003,0.224898337572701
28,228,0.941400482554468,0.699471654222412,0.807159505926251,0.836538493070073,0.602862827785978,0.621250814088129,0.574921190576255,0,0,-0.785104684159327,0.0114881715495393,0.486606462217032
29,220,0.74811681766953,0.72580853443538,0.716205908428744,0.617737453028761,0.675736178892957,0.8367009850656,0.694069058641897,0,0,-0.722804041966069,-0.0178460785958304,0.483966243862198
30,144,0.671535241700523,0.520219673355387,0.579256954222871,0.949981802049972,0.951979883849151,0.654443642891348,0.0060609953287562,1,0,-0.738996463675135,0.0538216759546453,0.551440967999902
31,191,0.687377941751081,0.616377505119425,0.691737593725307,0.758065138606537,0.644245780155589,0.563394459863821,0.22142196009293,1,0,-0.749136476246231,-0.00446105389491075,0.44564902573251
32,136,0.660669913566137,0.929038420231692,0.611740229453444,0.833656485261047,0.650413478730583,0.674202500431152,0.22222055415761,0,0,-0.873581635368969,-0.131056676196227,0.39788409071826
33,155,0.631946579813736,0.619821513753652,0.613483422325613,0.834435421624757,0.841194103923535,0.466472889589414,0.782030344857137,0,0,-0.74679096275152,0.0107995439015881,0.516058637715137
34,185,0.83583266322209,0.637704898806804,0.676631776194567,0.847364072249059,0.578868079022578,0.7131962854196,0.324258469510157,0,0,-0.800763065770797,-0.0344437527022809,0.391680536491384
35,136,0.835566034246827,0.96259687553954,0.598015632184127,0.783964111882081,0.365252665398265,0.467901923312428,0.690036878989615,0,1,-0.930773310883849,-0.221030324456257,0.218426803605081
36,158,0.681262435217826,0.704281468540234,0.685229347597022,0.816433207017657,0.475276803400923,0.601752657095271,0.270520142696565,0,0,-0.829931328651044,-0.0772059982722649,0.325673613922412
37,169,0.722451404125393,0.746947697160159,0.639997864825789,0.776255324239009,0.329431888440387,0.576974744813041,0.59817772024484,0,0,-0.868529223720418,-0.147762369640337,0.210835705207376
38,129,0.579186531000619,0.877666720324634,0.677385378513319,0.801171421366941,0.456276808665889,0.579573911864212,0.916223842761013,0,0,-0.878555399247183,-0.136991539250963,0.309075238744993
39,153,0.716579874438336,0.987022404425307,0.648611929662868,0.514864254295546,0.585945646091136,0.816530921022513,0.974257376319288,0,1,-0.793722621825102,-0.148563576178151,0.380051336188728
40,158,0.705600403789917,0.926931922549378,0.759572656286807,0.79582093744848,0.473687212635832,0.599798259049897,0.643153274397937,0,0,-0.871546483691747,-0.110547148759352,0.359799854350893
41,172,0.797227048205113,0.693387546485416,0.627890797728183,0.773497414669226,0.618598554753197,0.589934585328761,0.120291716205005,0,0,-0.792759264700127,-0.0623044783656574,0.388412340017486
42,186,0.971256260894915,0.715132570925172,0.625812339916551,0.872731982688445,0.550209435884912,0.563218341325043,0.736718255510627,0,0,-0.845955042026509,-0.0874017198966067,0.344327854515302
43,178,0.908857145439387,0.697329291714561,0.526858005421732,0.758067618138147,0.54995738850757,0.823759286628378,0.90817173264272,0,0,-0.822302272732253,-0.126171724040841,0.289749452776043
44,224,0.591088137925068,0.717804268892632,0.825714897805654,0.62617660499552,0.886549423599917,0.700389036762937,0.389954982310156,0,1,-0.657690997552409,0.0878515032491193,0.732037066707467
45,256,0.839286130382597,0.342918382949543,0.645125569524769,0.575016143606412,0.467579593598687,0.72826389857785,0.917765093571834,0,1,-0.660926904063809,0.0100450713293219,0.301647551618513
46,181,0.670106042522593,0.808329101184472,0.858487365643625,0.814043779838666,0.565282154110252,0.719593314223931,0.261037921881903,0,0,-0.806600686964084,-0.00769664233261137,0.485287587327464
47,222,0.72933450290672,0.697598132586992,0.725488963440602,0.517687736922752,0.607147384109822,0.503358162657374,0.845630534412541,0,1,-0.695727352663367,-0.0231439189125908,0.440478726353508
48,205,0.887050099152977,0.581885749528469,0.754113957376627,0.90596263848833,0.804574816905762,0.512745185676045,0.724661883727501,0,0,-0.741319138070264,0.0750483411345227,0.60674109918238
49,223,0.729545075817263,0.640705376402169,0.870348107839904,0.768481454061602,0.605249801502543,0.780853080670108,0.45927584777745,0,0,-0.734663581467973,0.0576030701251592,0.526778019508216
50,136,0.790366345154716,0.664906419778924,0.247777320619387,0.671883986235714,0.849841970926398,0.516292999895122,0.369249316225229,0,0,-0.772411751177975,-0.162852952381999,0.210571566506042
51,216,0.716010031323115,0.829093629479405,0.797487299776337,0.566930642505376,0.692574212607678,0.861612658902671,0.597492211812989,0,0,-0.716359111529518,-0.00795859075057216,0.55231913870722
52,186,0.593915578735871,0.767686605636823,0.672338034382557,0.59001797779104,0.226074216278563,0.431708234489123,0.908864321192003,1,0,-0.830394476839755,-0.166330256242739,0.151998294197306
53,184,0.734773163379164,0.694068684862208,0.66336577234213,0.672177882523616,0.584420961765227,0.509802435255672,0.455444222652254,0,0,-0.761025986579953,-0.0556004992013156,0.38768486267432
54,290,0.755818951746367,0.599481665555614,0.89083904922835,0.523603494523615,0.656586275052125,0.631844926598995,0.636291474462151,0,0,-0.629293337285031,0.0922340441355619,0.584912693003819
55,139,0.643649161541445,0.571822272096451,0.354048030706518,0.584231225901126,0.226128313661546,0.713829280797587,0.287021530150618,0,0,-0.833035136644921,-0.249744578246762,0.0800602841388561
56,174,0.373125537653535,0.832955970466261,0.902041321229815,0.670884556732447,0.519993994050614,0.41756056915148,0.0963770994249764,0,0,-0.768882636743196,-0.0073775537265931,0.469056069424984
57,247,0.504247136262848,0.482690258777929,0.899246964289073,0.725992348007226,0.366958258850144,0.768018679408255,0.2683446398923,0,0,-0.723167458012055,0.0554870115998682,0.329986100291795
58,170,0.694603032879545,0.764401101068241,0.534905591255549,0.532914178476737,0.380374157438332,0.507795201052889,0.360232321583392,1,1,-0.80317403489287,-0.186434170793,0.203464263582882
59,145,0.699335479091739,0.793522571152651,0.607573807159963,0.895854486499288,0.668698902799027,0.506837233251481,0.131483636890437,0,0,-0.852979694955797,-0.0880149097669798,0.406283938217295
60,168,0.658582780794961,0.676462186712749,0.676470738583596,0.756029816567902,0.612414744273376,0.603076398155384,0.305981734951569,0,0,-0.774792157321924,-0.0373016822513042,0.414280654378094
61,151,0.760144480942443,0.760069788773471,0.418926542445175,0.662873502757203,0.726270097060153,0.800278235365604,0.665487834239491,0,0,-0.790872305963684,-0.14702033783054,0.304253820642732
62,247,0.887210200291397,0.689767663276446,0.927188621987821,0.757808935565765,0.925469471536317,0.725084121565956,0.127938966955412,0,1,-0.665337992622997,0.151348461422093,0.858084764005555
63,171,0.589096882233479,0.563384720763477,0.631510415063814,0.811545143263455,0.66783187452577,0.612727389337216,0.0201440168922373,1,0,-0.757778488586902,-0.00941220976524679,0.421742784274614
64,201,0.79331677557646,0.875048137841077,0.749612691621407,0.563706335353974,0.583646754259264,0.529700338048887,0.547000732170097,0,0,-0.760342964069019,-0.0710927971650697,0.437509014416385
65,164,0.654950674357457,0.880040698752877,0.741649158423728,0.785447273097574,0.519793579507096,0.636396017595555,0.559516398453873,0,1,-0.848588081514104,-0.0926659493477264,0.385504470795495
66,133,0.81009644773603,0.740206162894793,0.546671947225674,0.98275787243817,0.524466808956908,0.568468171675577,0.0405139999798247,0,0,-0.908600424018509,-0.136678454583404,0.286711291707708
67,172,0.926377670059259,0.551894166120588,0.379648781774958,0.631328038068908,0.185100201799962,0.587946464218918,0.579142090945768,1,0,-0.846843008971057,-0.243098760557981,0.0702730661196545
68,213,0.71121108327731,0.77736530246629,0.779337798563437,0.652461636714006,0.681834263964349,0.665420134253744,0.162714010659346,0,0,-0.735331331340388,-0.00348255515624579,0.531379214263097
69,196,0.639376941597324,0.897131881698025,0.935844451259375,0.8101532606153,0.390104468559484,0.488445463396527,0.620479910669932,0,0,-0.853384559516007,-0.0450440873539007,0.36507710231288
70,233,0.940155653987875,0.759271985859401,0.758866653706586,0.675886606897625,0.688950403665408,0.567779458866207,0.343754138426881,0,0,-0.740135522992686,-0.00537493395327112,0.52282148739937
71,145,0.908909524947441,0.779339912898112,0.323667346375015,0.924380566605586,0.697508213200643,0.788176319318909,0.649849861521938,0,0,-0.904476725993448,-0.202524209417786,0.22576063244143
72,195,0.605034082312612,0.646393117683771,0.759560379916486,0.677603871595426,0.55663082585235,0.694668397083347,0.628705606469104,0,1,-0.737803096936632,-0.00592609635206972,0.422794721557638
73,277,0.69557261757005,0.446167989807264,0.856326733901993,0.591522105608212,0.60049261080803,0.54171067245363,0.238663041766174,0,0,-0.627233395017952,0.107778709778593,0.514217876145521
74,137,0.654479261949671,0.890310127288938,0.563731317252766,0.733706545199271,0.658233855584598,0.691604390829045,0.623783342617735,0,1,-0.837744153156431,-0.138891415636523,0.371067038469072
75,172,0.705636868990546,0.692354411824275,0.622772860121238,0.696124668492087,0.528850448516514,0.63099915879332,0.549104961831989,1,0,-0.787751028468996,-0.0875410308712499,0.329353706399029
76,147,0.692688637260895,0.843266073299084,0.45914589279643,0.701328304851575,0.630689859160114,0.481401720366093,0.443381800486482,0,0,-0.839496538145659,-0.178575883656101,0.289578658461725
77,160,0.846494909849009,0.634749790919182,0.488691574580738,0.760569250959136,0.74147339330563,0.663352406126963,0.342328958877903,0,0,-0.771577293929838,-0.0749402103424146,0.362351800084251
78,179,0.627272467553204,0.668294027621973,0.693615841673842,0.772094638214175,0.598531691857107,0.488642239164954,0.714453553971474,0,0,-0.777545324824732,-0.0308607510329602,0.415151063215936
79,145,0.791342855534054,0.887730269168637,0.708816457355531,0.907348545614304,0.480907511499793,0.637685703879161,0.664476992075302,0,2,-0.90453787159496,-0.119618225354969,0.340875158616948
80,139,0.845397572978871,0.982365671475284,0.487064044585931,0.692269961196965,0.29413184125012,0.6919504532296,0.922358938975484,1,0,-0.942425183987054,-0.294638294371121,0.14326104424079
81,145,0.725140436949018,0.763389194632071,0.52139022111056,0.795246918099184,0.677375059471733,0.46596436423057,0.891506192280705,1,0,-0.826173189192756,-0.115140943978804,0.353176732032746
82,138,0.938891282694036,0.766699001471039,0.424431916543981,0.874952329172763,0.431419357403437,0.677888811130005,0.438998769067685,0,0,-0.923715799029705,-0.222980500422833,0.183108144696913
83,145,0.750016813939464,0.851312897927807,0.459422224773909,0.63570930194264,0.648591661929328,0.665370690309707,0.598082342810797,0,0,-0.816618115987669,-0.176196105652972,0.297977424293379
84,212,0.697106345527277,0.544808141471074,0.732857983144236,0.746728362144538,0.358153790944152,0.477588363301836,0.216345074861453,0,0,-0.779682973547164,-0.0391515850899515,0.262475864886794
85,130,0.687092518300504,0.550671959662792,0.463725210959578,0.919052606025203,0.477608417364956,0.676480496937511,0.509088763656044,0,0,-0.860938148089773,-0.129533860156767,0.221479064098634
86,141,0.642749426185949,0.547141936420734,0.485839510051557,0.782139889361769,0.683044248465546,0.647740429518174,0.858034935167422,0,0,-0.767396906662062,-0.0653982085736431,0.331849883018035
87,140,0.624383158942543,0.653027539340244,0.315596362101794,0.769503138052221,0.599949096459394,0.786080334336103,0.46426654507047,0,1,-0.841963352485661,-0.193978529417951,0.189341752288843
88,146,0.575663424066843,0.807107690226219,0.447792214933752,0.974877213202619,0.411332736552754,0.466490498099052,0.865055336052734,0,0,-0.967203000159744,-0.229778732842054,0.184191597175719
89,218,0.738104337732383,0.675044711597578,0.735743791675728,0.641888247586078,0.583968095664755,0.552327658062068,0.400518855644765,1,0,-0.732707371825365,-0.0179131675192074,0.429650900922042
90,138,0.539720924156318,0.660749648006803,0.632517571498708,0.96093439863149,0.698732091816877,0.551534316951852,0.680803484690529,0,0,-0.82616393679943,-0.0298022845685849,0.441960325844223
91,136,0.759474430455236,0.763484469598408,0.449641490811861,0.931276007968066,0.605496003957441,0.550572237557358,0.155870268632949,0,0,-0.898874994999295,-0.16569280886455,0.272256125900049
92,137,0.519296769187031,0.6160308154736,0.502204029171172,0.670373270305823,0.562021536804375,0.497261621955928,0.141055211891613,0,0,-0.773409899840489,-0.109912867263115,0.282249480264131
93,141,0.482263220713444,0.7104032041432,0.593928682018677,0.881529223565157,0.799734632850423,0.411133586855271,0.503111558553774,0,0,-0.799629881927936,-0.03547922292476,0.474985336453542
94,208,0.468339230215466,0.603628720029606,0.900253075508426,0.814053793739755,0.806772595772833,0.702876211418589,0.576238484310002,0,0,-0.690193744340723,0.134126493195337,0.726299510580409
95,162,0.686681593242419,0.31466386070539,0.4282492793854,0.78145664959637,0.735024626022844,0.599672500695202,0.706609833033857,0,1,-0.70223389257348,-0.00863507966142262,0.314773766424806
96,188,0.955338374898686,0.650698990136148,0.399382043255264,0.576728861214976,0.440267803654556,0.403266054086186,0.0774295373545947,0,0,-0.797962371349818,-0.197449362090523,0.175835055003064
97,231,0.909188617298755,0.901601198721378,0.830309280290917,0.587487416932085,0.828905612577413,0.760078706765979,0.416205153415873,1,1,-0.70765642143052,0.0204904096948845,0.688248022608254
98,246,0.66006361311222,0.765309296965902,0.933900905969556,0.628621414055145,0.615813488472581,0.538111892283477,0.0075276484424881,0,1,-0.709975651235284,0.0516678116746489,0.575108774792816
99,151,0.710392292146155,0.960512802420938,0.569337385769817,0.506621904941953,0.691789209770255,0.327615101469596,0.0743134949787438,0,0,-0.775556813559024,-0.148501085990294,0.393861460194364
100,149,0.716602945985412,0.790706489123263,0.604174147762416,0.774100159125301,0.637693905280648,0.513309219722204,0.311649762018521,0,0,-0.8201694722888,-0.0967298075137993,0.385278171756222
101,189,0.675113324141358,0.604227544386833,0.532405815776107,0.467599993644205,0.478668545200524,0.693322442172797,0.137802210933069,0,0,-0.717007172974933,-0.114602620347323,0.254845917293847
102,153,0.616073086248638,0.732684196453651,0.560961145910179,0.680900982270214,0.46400574083307,0.476300974035705,0.222623405955754,0,1,-0.819378800634693,-0.143774060550947,0.26028919208662
103,170,0.811118706181071,0.616030551175941,0.596120698547294,0.799305477046139,0.800863155133291,0.445333981122811,0.591400446785646,0,0,-0.746283575149265,-0.00625014595951719,0.477411103478847
104,167,0.725149119605174,0.849601913579335,0.768540663080712,0.876860499738519,0.717904206888143,0.684022278035499,0.839772342229724,0,0,-0.822057816700529,-0.0203332556833012,0.551738575190246
105,140,0.587101200555171,0.940491876165999,0.669380489929827,0.772897409582946,0.457068022745805,0.343771756029233,0.23279022650094,0,0,-0.888125864225087,-0.158958998924053,0.305952416996845
106,194,0.750441518932899,0.640486761224343,0.688282215276078,0.757939446827119,0.584468940731479,0.649687142780186,0.394809783990963,0,0,-0.769285205105447,-0.0286379600504244,0.402279577286725
107,217,0.905923405042289,0.595554754926306,0.683606391187863,0.760655764728114,0.838262610557428,0.607537763017569,0.334226769065696,1,0,-0.703920052398547,0.0483954418054038,0.57304167807088
108,145,0.546161201525943,0.886539325766948,0.501184057695822,0.503408930127343,0.843370131527808,0.646739434010379,0.516713549033039,1,0,-0.733967767119078,-0.117574629373743,0.422683664658566
109,160,0.635391047299137,0.731629434068802,0.59439851158289,0.640733424316264,0.727494279454665,0.698152746239439,0.399506741933697,0,0,-0.743185071884923,-0.0602886436064105,0.43242151689292
110,137,0.662343272726071,0.935336599548891,0.456914708044714,0.810190677019963,0.818050370534571,0.579609532630357,0.749147969003774,0,0,-0.860221251158134,-0.158272729856021,0.373779246218674
111,247,0.699254595189197,0.623409733278508,0.879591333409229,0.789718198914203,0.930680877292698,0.662581036489357,0.700033432731762,0,0,-0.664935832203121,0.151206825027095,0.818618833836355
112,151,0.673148613279623,0.888917016835006,0.798087056992473,0.939304782725426,0.894461147243175,0.695744734149925,0.341320950948603,0,0,-0.809637015306922,0.0269235770345128,0.713857864597416
113,142,0.648082065150944,0.861551939002844,0.553093897450727,0.710426987418688,0.914845234454869,0.484417685592431,0.498015054978569,0,1,-0.76895294747795,-0.0685693370899981,0.505995316288868
114,144,0.406898715991994,0.71811045556714,0.63145866394233,0.606551043222919,0.707381867320841,0.484917887645412,0.439624748324764,0,0,-0.725887846124463,-0.0450261705919728,0.446682408835449
115,198,0.802642678744148,0.426187058873781,0.727488755552125,0.981692390377889,0.743334318462686,0.454895499277896,0.26213595090546,0,0,-0.740774795885548,0.0934706972175577,0.540767358297607
116,178,0.607348733600138,0.829198423482086,0.786217083407446,0.796443222428624,0.796657923478653,0.565083082956417,0.149816266614231,0,0,-0.770200974832126,0.0139860399030826,0.626346069070819
117,142,0.412290377185205,0.909322325984329,0.604865842871725,0.695380712359669,0.477639507886918,0.549650919822937,0.671085853516885,0,0,-0.861930055421438,-0.173063405118723,0.288907823526856
118,195,0.722989740424805,0.576502381281403,0.634253125145205,0.653202702311978,0.550744397857481,0.697803939555804,0.440384260007876,1,0,-0.734966777536455,-0.0424359542039406,0.349311355497322
119,180,0.532964300883885,0.636470497688139,0.809917079413019,0.91299752454583,0.592254206445528,0.547225694013262,0.067877485290553,0,0,-0.794136202010082,0.028630385798882,0.479676797154438
120,201,0.629192740984253,0.91933646417599,0.822661677615109,0.583002526537049,0.507441964093063,0.677987169662729,0.298666681031825,0,0,-0.78176895051941,-0.0715058456805619,0.417453057473105
121,186,0.799938607371784,0.909100199502443,0.819020556615435,0.806757422083263,0.580965836049116,0.718089903724931,0.164400343432269,0,0,-0.836060631857225,-0.0510294097885375,0.475822962415498
122,253,0.47140265987974,0.58638465524368,0.994644979792045,0.656817634466414,0.651264819135122,0.58761696040611,0.412117577444505,1,0,-0.650686875273611,0.140870972203739,0.647777282867924
123,179,0.562729642350361,0.707027990976632,0.683958244428331,0.626859561749684,0.954281791901061,0.62956991132771,0.42474671408278,0,0,-0.666509394070276,0.0456017610605312,0.652688899078572
124,133,0.594860612570106,0.782449430466268,0.57541589262208,0.668487457901703,0.777907962239514,0.565156358124857,0.0496863144891662,0,0,-0.758871141254007,-0.0707129257995774,0.447620604469873
125,192,0.729716165958419,0.649692915690283,0.701555296167235,0.800022245619281,0.477898199301685,0.770920982026513,0.953255388582808,0,0,-0.805933866095378,-0.053096013940876,0.335272012748882
126,168,0.667077277809326,0.746185231084281,0.686532676812506,0.796963890827904,0.668483030531148,0.614982794260507,0.749466511504128,0,1,-0.793391097195644,-0.0389521671557829,0.458935444354285
127,225,0.718177737857394,0.775781432693199,0.880648309425232,0.679086400232843,0.922159274771815,0.822330099379123,0.361425523709801,0,0,-0.673028778976294,0.104320117591107,0.812098006348597
128,163,0.599359690754192,0.675504406034779,0.624392197121831,0.637506563869695,0.756800341229318,0.669531188783313,0.118107897247183,0,0,-0.714750861649495,-0.0227306108967051,0.472540227842725
129,143,0.452154859990657,0.646597632563508,0.458271021115258,0.7875399112674,0.422873316965872,0.691773130047464,0.569514190772826,0,1,-0.857809489720819,-0.17457094771718,0.193790586768346
130,132,0.637762691924477,0.732793045012839,0.587080066211967,0.824453887602072,0.317338400851002,0.412065059951285,0.252623023772823,0,0,-0.892555508360261,-0.170222768874152,0.186303049383206
131,279,0.622334106753029,0.468481156300003,0.95155395936538,0.695159530454988,0.613982413645714,0.487181255312627,0.352478035422137,0,0,-0.646409379223542,0.146987968796464,0.584237396685292
132,139,0.666639780581702,0.617353404056508,0.258765799069,0.812023303820536,0.759706691161622,0.742433483570724,0.763893099065011,0,0,-0.821904113663965,-0.167247807610841,0.196586108996503
133,174,0.766550113204874,0.77573234186197,0.797940373515491,0.940150235946164,0.55693106293213,0.422446149292603,0.701925027303112,0,0,-0.851292580694603,-0.0271132152661096,0.444397780378443
134,150,0.780200468867884,0.731111983590517,0.610367185841888,0.904352414143863,0.664959231447247,0.676344383664279,0.615398223542268,0,0,-0.838732014327482,-0.0692509266107687,0.405869294798041
135,255,0.850216200887098,0.683872562471407,0.672299522890807,0.367072431291822,0.887765194402529,0.761425137910283,0.786926494445966,0,0,-0.592644925927515,0.0300359309531901,0.596844116635885
136,161,0.873934447382567,0.692386126228111,0.528935117799777,0.798605975549568,0.896880825191802,0.662351381006678,0.763689891921346,0,0,-0.758924966036375,-0.0338408081438872,0.474391764925187
137,253,0.791384739677748,0.527670642755166,0.839155843507711,0.723611818848828,0.60009844101655,0.538392952742446,0.971275736759603,0,0,-0.695733407216833,0.0758960765617428,0.503576113458906
138,140,0.568301989900374,0.877064434597737,0.766105422514306,0.830169571755435,0.726087314078523,0.71324579121277,0.644141850986761,0,0,-0.813265128651575,-0.0274310817800206,0.556259428534405
139,179,0.692387177209273,0.845506724177166,0.810908682227615,0.75616482185441,0.577143995759418,0.737523825106909,0.749500223610119,0,0,-0.804425571796436,-0.0367830235692599,0.46801107705685
140,149,0.564438072202586,0.727645802569238,0.585997934864435,0.730225099468679,0.463877110901182,0.706709491774602,0.824974115693986,0,0,-0.82932456560152,-0.131187089847126,0.271831029018973
141,133,0.759218846310051,0.629767678657076,0.257296234624084,0.774179112022253,0.500624518240551,0.570251146178977,0.102305280595815,0,0,-0.86918894611443,-0.238748703188287,0.12880880350379
142,132,0.695279944788059,0.740083601491458,0.648602549727382,0.962384276632744,0.532458837181445,0.451618616890973,0.663741379497956,0,0,-0.881444927982539,-0.0892676427752947,0.345354159420763
143,198,0.680363279028612,0.830143444035093,0.783583346419388,0.679982795831763,0.459914074854074,0.572834930393293,0.915653129060374,0,0,-0.805852669232446,-0.0747684767136877,0.360381009839532
144,140,0.717094905159809,0.743258694652782,0.619114560036483,0.910088026467569,0.580067649916573,0.558826507542208,0.265633030626866,0,0,-0.860618203696911,-0.0909711587914238,0.359128327869496
145,140,0.752740044620643,0.824885006507148,0.581876138961764,0.865463958912215,0.800558983490112,0.545066675447725,0.760024810497783,0,0,-0.828189751044346,-0.0745427222253792,0.465826170324381
146,150,0.706289470834956,0.870490816715933,0.31117046403838,0.852385867287586,0.689103484487715,0.52972471960749,0.906417879769788,0,0,-0.910576054809808,-0.237265058290848,0.214428651038507
147,284,0.776325482289545,0.544077664899986,0.942892669268914,0.650744887444461,0.658143937203947,0.505959431898935,0.35558137411425,0,0,-0.645081745422326,0.13218882490573,0.620559093713383
148,170,0.75706115906766,0.659338387286068,0.588820791461435,0.811007940413885,0.541124171042654,0.475542723595259,0.118196380738801,0,1,-0.819348766580099,-0.0896662371649166,0.318625162672248
149,169,0.893640110850697,0.717628975530529,0.615051422977452,0.846804985053395,0.436702321702338,0.749712435019386,0.883396808136777,0,0,-0.864704256401672,-0.122351795429572,0.26859438438058
150,209,0.910746181426452,0.483166874574456,0.59730528025174,0.813762604618392,0.558952545856618,0.74221316325296,0.0534742747970395,0,0,-0.766046452835583,-0.0290742152806828,0.333865307050311
151,154,0.761626764209024,0.764989528909887,0.598964743536346,0.767279142000449,0.534015783577796,0.590714704038984,0.81814563785682,0,0,-0.834136547844032,-0.118304771251792,0.319856626855035
